,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
2491,"the ratio of investments of two partners p and q is 7 : 5 and the ratio of their profits is 7 : 10 . if p invested the money for 20 months , find for how much time did q invest the money ?",b,gain, 11 , 40 , 18 , 16 , 12 
2492,"a circle graph shows how the megatech corporation allocates its research and development budget : 9 % microphotonics ; 14 % home electronics ; 10 % food additives ; 29 % genetically modified microorganisms ; 8 % industrial lubricants ; and the remainder for basic astrophysics . if the arc of each sector of the graph is proportional to the percentage of the budget it represents , how many degrees of the circle are used to represent basic astrophysics research ?",a,gain, 108 ° , 10 ° , 18 ° , 36 ° , 52 ° 
2493,find the number of shares that can be bought for rs . 8200 if the market value is rs . 28 each with brokerage being 2.5 % .,d,gain, 237 , 270 , 177 , 285.7 , 111 
2494,the amount of principal rs . 8000 at compound interest at the ratio of 5 % p . a . for 3 years is,c,gain, rs . 9621 , rs . 6921 , rs . 9261 , rs . 6261 , rs . 6361 
2495,"the workforce of company x is 40 % female . the company hired 20 additional male workers , and as a result , the percent of female workers dropped to 50 % . how many employees did the company have after hiring the additional male workers ?",c,gain, 480 , 500 , 520 , 460 , 440 
2496,"the cost price of a radio is rs . 2400 and it was sold for rs . 1980 , find the loss % ?",a,gain, 17 % , 12 % , 22 % , 24 % , 21 
2497,uncle bruce is baking chocolate chip cookies . he has 50 ounces of dough ( with no chocolate ) and 40 ounces of chocolate . how much chocolate is left over if he uses all the dough but only wants the cookies to consist of 30 % chocolate ?,a,gain, 22.86 , 23.86 , 25 , 26 , 27 
2498,"what profit percent is made by selling an article at a certain price , if by selling at 2 / 3 rd of that price , there would be a loss of 20 % ?",a,gain, 20 % , 28 % , 60 % , 26 % , 30 % 
2499,"what amount does an investor receive if the investor invests $ 3000 at 10 % p . a . compound interest for two years , compounding done annually ?",b,gain, $ 3420 , $ 3630 , $ 3870 , $ 4040 , $ 4220 
2500,"a fruit seller sells mangoes at the rate of rs . 12 per kg and thereby loses 15 % . at what price per kg , he should have sold them to make a profit of 5 %",d,gain, rs 8.82 , rs 9.82 , rs 10.82 , rs 14.82 , none of these 
2501,"a sells a bicycle to b and makes a profit of 35 % . b sells the same bicycle to c at a profit of 45 % . if the final s . p . of the bicycle was rs . 225 , find out the cost price of the bicycle for a .",e,gain, 237 , 126 , 971 , 611 , 115 
2502,"find the simple interest on rs . 5000 at 6 % per annum for the period from 5 th feb to 19 th april , 2015 .",c,gain, rs . 40 , rs . 50 , rs . 60 , rs . 70 , none of these 
2503,by selling 15 pencils for a rupee a man loses 25 % . how many for a rupee should he sell in order to gain 25 % ?,b,gain, 8 , 9 , 7 , 6 , 5 
2504,"if the cost price of 65 chocolates is equal to the selling price of 50 chocolates , the gain percent is :",d,gain, 35 % , 10 % , 20 % , 30 % , 33 % 
2505,the present population of a town is 500 . population increase rate is 10 % p . a . find the population of town before 2 years ?,d,gain, 512 , 615 , 810 , 413 , 123 
2506,"shawn invested one half of his savings in a bond that paid simple interest for 2 years and received $ 650 as interest . he invested the remaining in a bond that paid compound interest , interest being compounded annually , for the same 2 years at the same rate of interest and received $ 725 as interest . what was the value of his total savings before investing in these two bonds ?",d,gain, 1000 , 1, 2, 3, 4
2507,"at joel ’ s bookstore , the current inventory is 40 % historical fiction . of the historical fiction books , 40 % are new releases , while 70 % of the other books are new releases . what fraction of all new releases are the historical fiction new releases ?",b,gain, 4 / 25 , 8 / 29 , 2 / 5 , 8 / 15 , 2 / 3 
2508,a man buys rs . 20 shares paying 9 % dividend . the man wants to have an interest of 12 % on his money . the market value of each share is :,d,gain, 12 , 13 , 14 , 15 , 18 
2509,the bankers discount of a certain sum of money is rs . 72 and the true discount on the same sum for the same time is rs . 60 . the sum due is :,a,gain, rs . 360 , rs . 432 , rs . 540 , rs . 1080 , rs . 1280 
2510,the sale price sarees listed for rs . 345 after successive discount is 12 % and 25 % is ?,d,gain, 321 , 276 , 342 , 228 , 245 
2511,"the workforce of company x is 60 % female . the company hired 22 additional male workers , and as a result , the percent of female workers dropped to 55 % . how many employees did the company have after hiring the additional male workers ?",c,gain, 160 , 220 , 264 , 360 , 420 
2512,"a fruit seller sells mangoes at the rate of rs . 8 per kg and thereby loses 20 % . at what price per kg , he should have sold them to make a profit of 5 %",c,gain, rs 8.5 , rs 9.5 , rs 10.5 , rs 11.5 , none of these 
2513,a sum fetched a total simple interest of rs . 1000 at the rate of 10 p . c . p . a . in 4 years . what is the sum ?,a,gain, 2500 , 2800 , 3500 , 1900 , 1500 
2514,"a cylinder of height h is 7 / 8 of water . when all of the water is poured into an empty cylinder whose radius is 25 percent larger than that of the original cylinder , the new cylinder is 3 / 5 full . the height of the new cylinder is what percent of h ?",c,gain, 25 % , 50 % , 69 % , 80 % , 100 % 
2515,"a particular store purchased a stock of turtleneck sweaters and marked up its cost by 20 % . during the new year season , it further marked up its prices by 25 % of the original retail price . in february , the store then offered a discount of 7 % . what was its profit on the items sold in february ?",d,gain, 27.5 % , 30 % , 35 % , 39.5 % , 40 % 
2516,a man can row downstream at the rate of 16 km / hr and upstream at 8 km / hr . find man ' s rate in still water and the rate of current ?,a,gain, 12, 6, 9, 6, none of these 
2517,last year a certain bond price with a face value of 5000 yielded 8 % of its face value in interest . if that interest was approx 6.5 of the bond ' s selling price approx what was the bond ' s selling price ?,e,gain, 4063 , 5325 , 5351 , 6000 , 6154 
2518,"a grocer has 400 pounds of coffee in stock , 20 percent of which is decaffeinated . if the grocer buys another 100 pounds of coffee of which 70 percent is decaffeinated , what percent , by weight , of the grocer ’ s stock of coffee is decaffeinated ?",b,gain, 28 % , 30 % , 32 % , 34 % , 36 % 
2519,the population of a town is 10000 . it increases annually at the rate of 20 % p . a . what will be its population after 2 years ?,b,gain, 14300 , 14400 , 14500 , 14600 , 15400 
2520,at what price must an article costing rs . 66.5 be marked in order that after deducting 5 % from the list price . it may be sold at a profit of 25 % on the cost price ?,a,gain, 87.5 , 89.5 , 82.3 , 82.1 , 92.4 
2521,a sum fetched a total simple interest of 4034.25 at the rate of 9 % . p . a . in 5 years . what is the sum ?,c,gain, 5768 , 8925 , 8965 , 6474 , 8723 
2522,"rani bought more apples than oranges . she sells apples at ₹ 23 apiece and makes 15 % profit . she sells oranges at ₹ 10 apiece and makes 25 % profit . if she gets ₹ 653 after selling all the apples and oranges , find her profit percentage w .",b,gain, 16.8 % , 17.4 % , 17.9 % , 18.5 % , 19.1 % 
2523,a man buys rs . 56 shares paying 9 % dividend . the man wants to have an interest of 12 % on his money . the market value of each share is :,e,gain, s . 12 , s . 15 , s . 18 , s . 21 , s . 42 
2524,"of 440 surveyed students , 20 % of those who read book a also read book b and 25 % of those who read book b also read book a . if each student read at least one of the books , what is the difference between the number of students who read only book a and the number of students who read only book b ?",e,gain, 20 , 25 , 30 , 35 , 55 
2525,"on a certain road , 10 % of the motorists exceed the posted speed limit and receive speeding tickets , but 30 % of the motorists who exceed the posted speed limit do not receive speeding tickets . what percent of the motorists on that road exceed the posted speed limit ?",c,gain, 10.5 % , 12.5 % , 14.3 % , 22 % , 30 % 
2526,"12 is subtracted from 95 % of a number , the result is 178 . find the number ?",a,gain, 200 , 240 , 198 , 190 , 322 
2527,"a man invests rs . 8000 at the rate of 5 % per annum . how much more should he invest at the rate of 8 % , so that he can earn a total of 6 % per annum ?",d,gain, rs . 1200 , rs . 1300 , rs . 1500 , rs . 4000 , none of these 
2528,"a 340 - liter solution of kola is made from 64 % water , 9 % concentrated kola and the rest is made from sugar . if 3.2 liters of sugar , 8 liter of water and 6.8 liters of concentrated kola were added to the solution , what percent of the solution is made from sugar ?",e,gain, 6 % . , 7.5 % . , 9.2 % . , 10.5 % . , 26.5 % . 
2529,"a watch was sold at a loss of 10 % . if it was sold for rs . 140 more , there would have been a gain of 5 % . what is the cost price ?",a,gain, s . 933.33 , s . 1009 , s . 1007 , s . 1006 , s . 1002 
2530,if a man lost 4 % by selling oranges at the rate of 24 a rupee at how many a rupee must he sell them to gain 44 % ?,a,gain, 16 , 8 , 9 , 4 , 3 
2531,"john had a stock of 1200 books in his bookshop . he sold 75 on monday , 50 on tuesday , 64 on wednesday , 78 on thursday and 135 on friday . what percentage of the books were not sold ?",c,gain, 50.4 % , 23.8 % , 66.5 % , 34.9 % , 43.5 % 
2532,a sum fetched total simple interest of 4016.25 at the rate of 12 p . c . p . a . in 5 years . what is the sum ?,a,gain, 6693.75 , 8032.5 , 4462.5 , 8900 , none of these 
2533,"a man buys 50 pens at marked price of 46 pens from a whole seller . if he sells these pens giving a discount of 1 % , what is the profit percent ?",b,gain, 5.3 % , 7.6 % , 10.6 % , 12 % , none of these 
2534,"a retailer bought a machine at a wholesale price of $ 80 and later on sold it after a 20 % discount of the retail price . if the retailer made a profit equivalent to 20 % of the wholesale price , what is the retail price of the machine ?",c,gain, $ 80 , $ 100 , $ 120 , 135 , 160 
2535,"walking 3 / 2 of his usual rate , a boy reaches his school 4 min early . find his usual time to reach the school ?",a,gain, 12 , 99 , 27 , 28 , 20 
2536,32 % of employees are women with fair hair . 40 % of fair - haired employees are women . what percent of employees have fair hair ?,e,gain, 25 , 30 , 50 , 55 , 80 
2537,the ratio of the cost price and the selling price is 4 : 5 . the profit percent is :,c,gain, 67 % , 45 % , 25 % , 70 % , 50 % 
2538,at what price must an article costing rs . 200 be marked in order that after deducting 10 % from the list price . it may be sold at a profit of 20 % on the cost price ?,c,gain, 62.5 , 62.0 , 266.67 , 62.1 , 62.2 
2539,ramesh purchased a refrigerator for rs . 12500 after getting a discount of 20 % on the labelled price . he spent rs . 125 on transport and rs . 250 on installation . at what price should it be sold so that the profit earned would be 15 % if no discount was offered ?,d,gain, 17608 , 17606 , 17604 , 18400 , 117601 
2540,"in a certain pond , 50 fish were caught , tagged , and returned to the pond . a few days later , 50 fish were caught again , of which 2 were found to have been tagged . if the percent of tagged fish in the second catch approximates the percent of tagged fish in the pond , what ` s the approximate number of fish in the pond ?",c,gain, 400 , 625 , 1250 , 2500 , 10 000 
2541,"if the cost price of 12 pencils is equal to the selling price of 8 pencils , the gain percent is :",c,gain, 30 , 40 , 50 , 60 , 70 
2542,evaluate 50 % of 450 + 45 % of 500,b,gain, 232 , 450 , 252 , 262 , 272 
2543,the angle of elevation of a ladder leaning against a wall is 60 º and the foot of the ladder is 4.6 m away from the wall . the length of the ladder is :,d,gain, 2.3 m , 4.6 m , 7.8 m , 9.2 m , 10.1 
2544,the population of a town is 10000 . it increases annually at the rate of 15 % p . a . what will be its population after 2 years ?,c,gain, 13300 , 13350 , 13225 , 13500 , 13600 
2545,a man ' s speed with the current is 16 km / hr and the speed of the current is 3.2 km / hr . the man ' s speed against the current is,b,gain, 9 , 9.6 , 11 , 12 , 13 
2546,the banker ' s gain on a bill due due 1 year hence at 12 % per annum is rs . 7.8 . the true discount is,b,gain, rs . 72 , rs . 65 , rs . 54 , rs . 50 , none 
2547,"of 1000 surveyed students , 20 % of those who read book a also read book b and 25 % of those who read book b also read book a . if each student read at least one of the books , what is the difference between the number of students who read only book a and the number of students who read only book b ?",b,gain, 120 , 125 , 130 , 145 , 155 
