,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
8175,"how many integers between 334,700 and 458,600 have tens digit 1 and units digit 3 ?",e,general, 10, 10, 1, 1, 1
8176,the average of first 50 non - zero positive integers is,b,general, 11.5 , 25.5 , 22 , 25 , 27 
8177,"sanoop bought 8 t - shirts at an average price ( arithmetic mean ) of rs . 526 . if sanoop returned 1 t - shirts to the retailer , and the average price of the remaining t - shirts was rs . 505 , then what is the average price , of the 3 returned t - shirts ?",e,general, 560 , 561 , 562 , 563 , 673 
8178,"a number is doubled and 6 is added . if resultant is trebled , it becomes 72 . what is that number",c,general, 8 , 10 , 9 , 14 , 16 
8179,"o ( x ) represents the least odd integer greater than x , whereas o ( x ) represents the greatest odd integer less than x . likewise , e ( x ) represents the least even integer greater than x , whereas e ( x ) represents the greatest even integer less than x . according to these definitions , the value of o ( 5.3 ) + e ( – 6.7 ) + o ( – 3.3 ) + e ( 4.7 ) is :",c,general, - 3 , - 1 , 0 , 1 , 3 
8180,"in a group of 800 people , 3 / 5 play at least one instrument , 96 play two or more . what is the probability that one student play exactly one instrument ?",b,general, 2 / 125 , 12 / 25 , c ) 2 / 25 , 3 / 25 , 1 / 5 
8181,what is the smallest 6 digit number exactly divisible by 111 ?,c,general, 100010 , 100012 , 100011 , 100013 , 120012 
8182,"jar x is 1 / 2 full of water . jar y , which has half the capacity of jar x , is 1 / 2 full of water . if the water in jar y is poured into jar x , then jar x will be filled to what fraction of its capacity ?",a,general, 3 / 4 , 5 / 6 , 7 / 8 , 5 / 8 , 7 / 12 
8183,"a certain ball team has an equal number of right - and left - handed players . on a certain day , one - third of the players were absent from practice . of the players at practice that day , one - third were left handed . what is the ratio of the number of right - handed players who were not at practice that day to the number of lefthanded players who were not at practice ?",a,general, 1 / 5 , 2 / 3 , 5 / 7 , 7 / 5 , 3 / 2 
8184,"rates for having a manuscript typed at a certain typing service are $ 5 per page for the first time a page is typed and $ 3 per page each time a page is revised . if a certain manuscript has 200 pages , of which 80 were revised only once , 20 were revised twice , and the rest required no revisions , what was the total cost of having the manuscript typed ?",a,general, $ 1360 , $ 1620 , $ 1650 , $ 680 , $ 770 
8185,"the line y = 5 x / 3 + b goes through the point ( 7 , – 1 ) . what is the value of b ?",e,general, 3 , – 5 / 3 , – 7 / 5 , 16 / 3 , – 38 / 3 
8186,"the average monthly salary of 20 employees in an organisation is rs . 1700 . if the manager ' s salary is added , then the average salary increases by rs . 100 . what is the manager ' s monthly salary ?",b,general, rs . 6003 , rs . 3800 , rs . 1288 , rs . 6108 , rs . 6011 
8187,"on dividing 17698 by a certain number , we get 89 as quotient and 14 as remainder . what is the divisor ?",a,general, 199 , 154 , 852 , 741 , 785 
8188,the sum of the squares of the first 15 positive integers ( 1 ^ 2 + 2 ^ 2 + 3 ^ 2 + . . . + 15 ^ 2 ) is equal to 1290 . what is the sum of the squares of the second 15 positive integers ( 16 ^ 2 + 17 ^ 2 + 18 ^ 2 + . . . + 30 ^ 2 ) ?,d,general, 2480 , 3490 , 6785 , 8265 , 9255 
8189,the total age of a and b is 10 years more than the total age of b and c . c is how many year younger than,d,general, 14 years , 12 years , 56 years , 10 years , 55 years 
8190,"at 1 : 00 pm , there were 10.0 grams of bacteria . the bacteria increased to x grams at 4 : 00 pm , and 22.5 grams at 7 : 00 pm . if the amount of bacteria present increased by the same fraction during each of the 3 - hour periods , how many grams of bacteria were present at 4 : 00 pm ?",c,general, 14.4 , 14.7 , 15.0 , 15.3 , 15.6 
8191,"if 6 x ^ 2 + x - 12 = ( ax + w ) ( cx + d ) , then | a | + | w | + | c | + | d | = for a complete solution and more practice problems , see this blog : http : / / magoosh . com / gmat / 2012 / algebra - on . . . to - factor /",b,general, 10 , 12 , 15 , 18 , 20 
8192,the average of first four prime numbers greater than 10 is ?,c,general, 10 , 20 , 15 , 40 , 50 
8193,what is the remainder when you divide 2 ^ 200 - 2 by 7 ?,b,general, 1 , 2 , 3 , 4 , 5 
8194,"5 % people of a village in sri lanka died by bombardment , 15 % of the remainder left the village on account of fear . if now the population is reduced to 3553 , how much was it in the beginning ?",a,general, 4400 , 3500 , 8700 , 9000 , 8000 
8195,in what proportion must flour at $ 0.8 per pound be mixed with flour at $ 0.9 per pound so that the mixture costs $ 0.835 per pound ?,d,general, 1 : 3 , 1 : 2 , 1 : 1 , 2 : 1 , 3 : 1 
8196,"the average of 5 numbers id 27 . if one number is excluded , the average becomes 25 . the excluded number is",d,general, 25 , 27 , 30 , 35 , none 
8197,a batsman makes a score of 86 runs in the 17 th inning and thus increases his averages by 3 . find his average after 17 th inning ?,c,general, 19 , 29 , 38 , 49 , 59 
8198,"a person deposits 1 / 16 of his income as provident fund and 1 / 15 of the remaining as insurance premium . if he spends 5 / 7 of the balance on domestic needs and deposits an amount of rs . 50 in the bank , his total income would be",b,general, 150 , 200 , 250 , 300 , 350 
8199,what is 3 / 5 of 5 / 7 of 2 / 3 ?,a,general, 2 / 7 , 3 / 8 , 9 / 16 , 5 / 8 , 16 / 9 
8200,"two employees a and b are paid a total of rs . 550 per week by their employer . if a is paid 150 percent of the sum paid to b , how much is b paid per week ?",d,general, 130 , 140 , 150 , 220 , 280 
8201,"of the families in city x in 1991 , 60 percent owned a personal computer . the number of families in city x owning a computer in 1993 was 20 percent greater than it was in 1991 , and the total number of families in city x was 9 percent greater in 1993 than it was in 1991 . what percent of the families in city x owned a personal computer in 1993 ?",d,general, 59 % , 55 % , 63 % , 66 % , 68 % 
8202,determine the value of ( 25 / 32 + 50 / 64 ) * 2,a,general, 25 / 8 , 25 / 4 , 25 / 6 , 3 , none 
8203,a school has received 40 % of the amount it needs for a new building by receiving a donation of $ 600 each from people already solicited . people already solicited represent 40 % of the people from whom the school will solicit donations . how much average contribution is requited from the remaining targeted people to complete the fund raising exercise ?,d,general, $ 200 , $ 300 , $ 100 , $ 400 , $ 250 
8204,"in township k each property is taxed at 10 percent of its assessed value . if the assessed value of a property in township k is increased from $ 20,000 to $ 28,000 , by how much will the property tax increase ?",a,general, $ 800 , $ 1000 , $ 600 , $ 400 , $ 500 
8205,george is 8 years more than christopher and ford is 2 years younger than christopher . the sum of their ages is 60 . find the ages of george .,b,general, 25 , 26 , 27 , 28 , 29 
8206,"if 0.25 : x : : 2 : 6 , then x is equal to",c,general, 0.65 , 0.25 , 0.75 , 0.85 , none 
8207,287 x 287 + 269 x 269 - 2 x 287 x 269 = ?,d,general, 534 , 446 , 354 , 324 , none of them 
8208,"the visitors of a modern art museum who watched a certain picasso painting were asked to fill in a short questionnaire indicating whether they had enjoyed looking at the picture and whether they felt they had understood it . according to the results of the survey , all 100 visitors who did not enjoy the painting also did not feel they had understood the painting , and the number of visitors who enjoyed the painting was equal to the number of visitors who felt they had understood the painting . if 3 / 4 of the visitors who answered the questionnaire both enjoyed the painting and felt they had understood the painting , then how many visitors answered the questionnaire ?",e,general, 90 , 120 , 160 , 360 , 400 
8209,| 8 - 3 | - | 4 - 6 | = ?,a,general, 3 , 2 , 1 , 0 , 4 
8210,"if x is an integer and 2.134 × 10 ^ x is less than 240,000 , what is the greatest possible value for x ?",c,general, 7 , 6 , 5 , 4 , 3 
8211,"in a class of 40 students , 2 students did not borrow any books from the library , 12 students each borrowed 1 book , 10 students each borrowed 2 books , and the rest borrowed at least 3 books . if the average number of books per student was 2 , what is the maximum number of books any single student could have borrowed ?",a,general, 3 , 5 , 8 , 13 , 15 
8212,"of the 20210 employees of the anvil factory , 2 / 7 are journeymen . if half of the journeymen were laid off , what percentage of the total remaining employees would be journeymen ?",e,general, 14.3 % , 16.67 % , 33 % , 28.6 % , 49.67 % 
8213,find the total number of prime factors in the expression ( 4 ) ^ 13 x ( 7 ) ^ 5 x ( 11 ) ^ 2,e,general, 26 , 22 , 25 , 27 , 33 
8214,"a man is 22 years older than his son . in two years , his age will be twice the age of his son . the present age of the son is ?",a,general, 20 , 25 , 27 , 22 , 91 
8215,two trains of equal length are running on parallel lines in the same directions at 46 km / hr . and 36 km / hr . the faster trains pass the slower train in 36 seconds . the length of each train is :,b,general, 82 m , 50 m , 72 m , 80 m , none of these 
8216,"divide rs . 1400 among a , b and c so that a receives 1 / 3 as much as b and c together and b receives 2 / 3 as a and c together . a ' s share is ?",c,general, 346 , 368 , 350 , 337 , 639 
8217,the difference between the local value and the face value of 4 in the numeral 98625147 is,a,general, 36 , 63 , 34 , 30 , 33 
8218,"a circular racetrack is 3 miles in length and has signs posted to indicate each 1 / 10 mile increment . if a race car starts at a random location on the track and travels exactly one half mile , what is the probability that the car ends within a half mile of the sign indicating 2 1 / 2 miles ?",c,general, 1 / 6 , 3 / 10 , 1 / 3 , 1 / 2 , 2 / 3 
8219,"the ages of two persons differ by 20 years . if 5 years ago , the older one be 5 times as old as the younger one , then their present ages , in years , are",b,general, 25 , 30 , 35 , 50 , none of these 
8220,"the sum of 4 th and 20 th term of a . p . is equal to the sum of 8 th , 15 th and 12 th term . find the term which is 0",c,general, 10 , 7 , 11 , 5 , 3 
8221,a 6 - liter solution is 20 % alcohol . how many liters of pure alcohol must be added to produce a solution that is 50 % alcohol ?,e,general, 2.4 , 2.7 , 3.0 , 3.3 , 3.6 
8222,"how many multiples of 2 are there between 1 and 52 , exclusive ?",c,general, 21 , 22 , 25 , 26 , 28 
8223,"nails and screws are manufactured at a uniform weight per nail and a uniform weight per screw . if the total weight of one screw and one nail is half that of 6 screws and one nail , then the total weight of 3 screws , and 3 nails is how many times that of 2 screws and 4 nails ?",d,general, a . 4 , b . 5 / 2 , c . 2 , d . 3 / 2 , e . 5 / 4 
8224,a box contains 10 tablets of medicine a and 14 tablets of medicine b . what is the least number of tablets that should be taken from the box to ensure that at least two tablets of each kind are among the extracted .,b,general, 12 , 16 , 17 , 19 , 21 
8225,the sum of present age of abe and the age before 7 years is 27 . find the present age of abe . what will be his age after 7 years ?,b,general, 25 , 24 , 27 , 28 , 29 
8226,find the principle on a certain sum of money at 5 % per annum for 2 2 / 5 years if the amount being rs . 896 ?,b,general, 1000 , 800 , 2889 , 2777 , 2991 
8227,"a person saved $ 10 in buying an item on sale . if he spent $ 600 for the item , approximately how much percent he saved in the transaction ?",b,general, 8 % , 1.6 % , 2 % , 5 % , 6 % 
8228,"a certain clock marks every hour by striking a number of times equal to the hour , and the time require for a stroke is exactly equal to the time interval between strokes . at 6 : 00 the time lapse between the beginning of the first stoke and the end of the last stroke is 22 seconds . at 11 : 00 , how many seconds elapse between the beginning of the first stroke and the end of the last stroke ?",e,general, 34 , 38 , 36 , 40 , 42 
8229,"if there are only 2 wheelers and 4 wheelers parked in a school located at the heart of the city , find the number of 4 wheelers parked there if the total number of wheels is 54 ?",c,general, 11 , 12 , 13 , 14 , 15 
8230,what is the tenth digit of ( 4 ! * 3 ! + 4 ! * 2 ! ) / 3 ?,c,general, 5 , 7 , 9 , 1 , 0 
8231,what is the remainder when 10 ^ 49 + 2 is divided by 11 ?,a,general, 1 , 2 , 3 , 5 , 7 
8232,evaluate : 60 - 9 ÷ 3 × 6 =,c,general, 52 , 18 , 42 , 102 , 36 
8233,the difference between the value of a number increased by 12.5 % and the value of the original number decreased by 25 % is 30 . what is the original number w ?,b,general, 60 , 80 , 40 , 120 , 160 
8234,"23 , 29 , 31 , 37 , 41 , 43 , 47 , 53 , 59 , ( . . . )",c,general, 53 , 47 , 61 , 59 , 45 
8235,"the arithmetic mean and standard deviation of a certain normal distribution are 12 and 1.2 , respectively . what value is exactly 2 standard deviations less than the mean ?",a,general, 9.6 , 11 , 11.5 , 12 , 12.5 
