,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
4024,one day eesha started 30 min late from home and reached her office 50 min late while driving 25 % slower than her usual speed . how much time in min does eesha usually take to reach her office from home ?,b,physics, 22 , 60 , 88 , 26 , 18 
4025,the sum of three consecutive even numbers is 24 . find the middle number of the three ?,b,physics, 14 , 16 , 18 , 24 , 34 
4026,"two trains of equal length , running with the speeds of 50 and 40 kmph , take 50 seconds to cross each other while they are running in the same direction . what time will they take to cross each other if they are running in opposite directions ?",a,physics, 5.55 sec , 4.55 sec , 5.95 sec , 6.55 sec , 9.55 sec 
4027,"if 6 men can colour 48 m long cloth in 2 days , then 2 men can colour 36 m long cloth in",d,physics, 1 day , 2.1 days , 3 days , 4.5 days , 5 days 
4028,"a , b , k start from the same place and travel in the same direction at speeds of 30 km / hr , 40 km / hr , 60 km / hr respectively . b starts five hours after a . if b and k overtake a at the same instant , how many hours after a did k start ?",d,physics, 3 , 4.5 , 4 , d ) 10 , e ) 5 
4029,"in what time will a train 400 meters long cross an electric pole , if its speed is 144 km / hr",c,physics, 5 seconds , 4.5 seconds , 10 seconds , 2.5 seconds , none of these 
4030,how many seconds will a 600 m long train take to cross a man walking with a speed of 4 km / hr in the direction of the moving train if the speed of the train is 64 km / hr ?,b,physics, 30 , 36 , 50 , 44 , 60 
4031,"two interconnected , circular gears travel at the same circumferential rate . if gear a has a diameter of 40 centimeters and gear b has a diameter of 50 centimeters , what is the ratio of the number of revolutions that gear a makes per minute to the number of revolutions that gear b makes per minute ?",c,physics, 4 : 5 , 9 : 25 , 5 : 4 , 25 : 9 , can not be determined from the information provided 
4032,"a glucose solution contains 20 grams of glucose per 1000 cubic centimeters of solution . if 500 cubic centimeters of the solution were poured into an empty container , how many grams of glucose would be in the container ?",a,physics, 10.00 , 15.00 , 11.50 , 10.50 , 9.75 
4033,the curved surface of a sphere is 64 pi cm 2 . find its radius ?,b,physics, 1 cm , 4 cm , 2 cm , 3 cm , 5 cm 
4034,"a hollow iron pipe is 42 cm long and its external diameter is 8 cm . if the thickness of the pipe is 1 cm and iron weighs 3 g / cm 3 , then the weight of the pipe is :",e,physics, 2.172 kg , 2.272 kg , 2.282 kg , 2.992 kg , 2.772 kg 
4035,a train 80 m in length crosses a telegraph post in 6 seconds . the speed of the train is ?,d,physics, 16 kmph , 88 kmph , 54 kmph , 48 kmph , 19 kmph 
4036,"a man can row upstream at 7 kmph and downstream at 33 kmph , and then find the speed of the man in still water ?",d,physics, 11 , 77 , 30 , 20 , 34 
4037,speed of a boat in standing water is 9 kmph and speed of the stream is 1.5 kmph . a man can rows to a place at a distance of 105 km and comes back to the starting point . the total time taken by him is ?,b,physics, 12 hours , 24 hours , 36 hours , 10 hours , 15 hours 
4038,"the speed at which a man can row a boat in still water is 15 kmph . if he rows downstream , where the speed of current is 3 kmph , what time will he take to cover 30 metres ?",a,physics, 6 , 8 , 12 , 4 , 13 
4039,"it was calculated that 75 men could complete a piece of work in 20 days . when work was scheduled to commence , it was found necessary to send 25 men to another project . how much longer will it take to complete the work ?",b,physics, 10 , 30 , 20 , 15 , 40 
4040,"a man can row 8 kmph in still water . when the river is running at 2 kmph , it takes him 1 hour to row to a place and black . what is the total distance traveled by the man ?",c,physics, 5.75 , 5.7 , 7.5 , 5.74 , 5.71 
4041,the radius of a semi circle is 35 cm then its perimeter is ?,b,physics, 32.8 , 180 , 32.1 , 32.2 , 32.9 
4042,a train moves with a speed of 72 kmph . its speed in metres per second is,d,physics, 10.8 , 18 , 30 , 20 , none 
4043,a can finish a piece of work in 5 days . b can do it in 10 days . they work together for two days and then a goes away . in how many days will b finish the work ?,a,physics, 4 days , 6 days , 7 days , 1 days , 3 days 
4044,"pipe a can fill a tank in 5 hours . due to a leak at the bottom , it takes 10 hours for the pipe a to fill the tank . in what time can the leak alone empty the full tank ?",b,physics, 67 , 10 , 18 , 26 , 12 
4045,a is twice as good a work man as b and together they finish the work in 14 days . in how many days a alone can finish the work ?,b,physics, 12 , 21 , 77 , 99 , 22 
4046,"hcf and lcm two numbers are 14 and 396 respectively . if one of the numbers is 36 , then the other number is ?",c,physics, 36 , 66 , 154 , 264 , 364 
4047,a train 240 m long is running at a speed of 60 km / hr . in what time will it pass a bridge 240 m long ?,a,physics, 28.8 sec , 20.33 sec , 60 sec , 48 sec , 49 sec 
4048,"a light flashes every 12 seconds , how many times will it flash in ? of an hour ?",b,physics, 550 , 300 , 650 , 700 , 750 
4049,how many times are the hands of a clock at right angle in 6 hours ?,c,physics, 9 , 10 , 11 , 12 , 13 
4050,"a and b can do a piece of work in 4 days , b and c in 6 days , c and a in 3 days . how long will c take to do it ?",a,physics, 8 days , 10 days , 12 days , 4 days , 12 days 
4051,"a can do a work in 9 days and b can do the same work in 18 days . if they work together , in how many days will they complete the work ?",a,physics, 6 days , 7 days , 5 days , 3 days , 2 days 
4052,jim drove 642 miles of a 1200 miles journey . how many more miles does he need to drive to finish his journey ?,c,physics, 113 miles , 432 miles , 558 miles , 887 miles , 767 miles 
4053,"working together , jose and jane can complete an assigned task in 30 days . however , if jose worked alone and complete half the work and then jane takes over the task and completes the second half of the task , the task will be completed in 45 days . how long will jose take to complete the task if he worked alone ? assume that jane is more efficient than jose",a,physics, 90 days , 30 days , 60 days , 65 days , 36 days 
4054,"two trains are running in opposite directions in the same speed . the length of each train is 120 meter . if they cross each other in 8 seconds , the speed of each train ( in km / hr ) is",e,physics, 42 , 36 , 28 , 20 , 54 
4055,a train passes a station platform in 36 sec and a man standing on the platform in 21 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?,b,physics, 288 , 225 , 881 , 1277 , 121 
4056,"hcf of two numbers is 15 and their lcm is 180 . if their sum is 105 , then the numbers are",d,physics, 30 and 75 , 35 and 70 , 40 and 65 , 45 and 60 , 55 and 70 
4057,"lloyd normally works 7.5 hours per day and earns $ 5.50 per hour . for each hour he works in excess of 7.5 hours on a given day , he is paid 1.5 times his regular rate . if lloyd works 10.5 hours on a given day , how much does he earn for that day ?",e,physics, $ 33.75 , $ 47.25 , $ 51.75 , $ 54.00 , $ 66.00 
4058,"the cyclist going at a constant rate of 20 miles per hour is passed by a motor - cyclist traveling in the same direction along the same path at 60 miles per hour . the motor - cyclist stops to wait for the cyclist 10 minutes after passing her , while the cyclist continues to travel at constant rate , how many minutes must the motor - cyclist wait until the cyclist catches up ?",b,physics, 10 , 20 , 25 , 30 , 40 
4059,how many hours are there in 1200 minutes ?,b,physics, 10 , 20 , 85 , 86 , 88 
4060,"worker a takes 5 hours to do a job . worker b takes 15 hours to do the same job . how long it take both a & b , working together but independently , to do the same job ?",a,physics, 15 / 4 , 40 / 9 , 50 / 9 , 60 / 9 , 80 / 9 
4061,"there are 14 stations between hyderabad and bangalore . how many second class tickets have to be printed , so that a passenger can travel from any station to any other station ?",e,physics, 288 , 267 , 261 , 211 , 240 
4062,a swimming pool 9 m wide and 12 m long is 1 m deep on the shallow side and 4 m deep on the deeper side . its volume is ?,c,physics, 870 m 3 , 277 m 3 , 270 m 3 , 220 m 3 , 170 m 3 
4063,a trader sells 85 meters of cloth for rs . 8925 at the profit of rs . 25 per metre of cloth . what is the cost price of one metre of cloth ?,a,physics, 80 , 28 , 90 , 26 , 11 
4064,"an aeroplane covers a certain distance of 480 kmph in 4 hours . to cover the same distance in 4 1 / 3 hours , it must travel at a speed of",c,physics, 440 , 540 , 443 , 740 , 250 
4065,"a train covers a distance of 20 km in 30 min . if it takes 18 sec to pass a telegraph post , then the length of the train is ?",e,physics, 298 m , 125 m , 120 m , 217 m , 200 m 
4066,the radius of a wheel is 22.4 cm . what is the distance covered by the wheel in making 500 resolutions ?,b,physics, 794 m , 704 m , 454 m , 186 m , 176 m 
4067,12 spheres of the same size are made from melting a solid cylinder of 16 cm diameter and 16 cm height . what is the diameter of each sphere ?,c,physics, 4 cm , 6 cm , 8 cm , 10 cm , 12 cm 
4068,"the length of the bridge , which a train 250 metres long and travelling at 72 km / hr can cross in 30 seconds , is :",d,physics, 200 m , 225 m , 245 m , 350 m , 240 m 
4069,"if 7 spiders make 7 webs in 7 days , then 1 spider will make 1 web in how many days ?",a,physics, 7 , 6 , 5 , 4 , 3 
4070,a can finish a piece of work in 12 days . b can do it in 20 days . they work together for 9 days and then a goes away . in how many days will b finish the work ?,c,physics, 6 days , 4 days , 5 days , 3 days , 7 days 
4071,a rectangular lawn 55 m by 35 m has two roads each 4 m wide running in the middle of it . one parallel to the length and the other parallel to breadth . the cost of graveling the roads at 75 paise per sq meter is,c,physics, 378', 278', 258', 287', 271'] 
4072,"the sum of four consecutive even numbers is 52 , find the third number ?",a,physics, 14 , 10 , 12 , 16 , 20 
4073,"earl can stuff advertising circulars into envelopes at the rate of 36 envelopes per minutes and ellen requires a minutes and half to stuff the same number of envelops . working together , how long will it take earl and ellen to stuff 60 envelopes",a,physics, 1 minute , 5 minutes , 7 minutes , 3 minutes , 4 minutes 
4074,"pipe a can fill a tank in 15 minutes and pipe b cam empty it in 24 minutes . if both the pipes are opened together after how many minutes should pipe b be closed , so that the tank is filled in 30 minutes ?",e,physics, 18 , 27 , 98 , 27 , 24 
4075,"a farming field can be ploughed by 6 tractors in 4 days . when 6 tractors work together , each of them ploughs 120 hectares a day . if two of the tractors were moved to another field , then the remaining 4 tractors could plough the same field in 5 days . how many hectares a day would one tractor plough then ?",a,physics, 144 , 255 , 148 , 265 , 320 
4076,two trains are moving in opposite directions @ 60 kmph and 90 kmph . their length are 1.10 km and 0.9 km . the time taken by the slower train to cross faster train in second is ?,c,physics, 25 sec , 30 sec , 48 sec , 36 sec , 40 sec 
4077,"a pipe can empty 3 / 4 th of a cistern in 12 mins . in 8 mins , what part of the cistern will be empty ?",a,physics, 1 / 2 , 3 / 7 , 4 / 9 , 3 / 8 , 4 / 7 
4078,"a and b together can do a piece of work in 2 days . if a alone can do the same work in 22 days , then b alone can do the same work in ?",b,physics, 0.35 days , 0.45 days , 0.55 days , 0.25 days , 0.15 days 
4079,"a man rows his boat 90 km downstream and 70 km upstream , taking 3 hours each time . find the speed of the stream ?",c,physics, 76 kmph , 6 kmph , 3.5 kmph , 4.5 kmph , 4 kmph 
4080,"there are 24 students in a seventh grade class . they decided to plant birches and roses at the school ' s backyard . while each girl planted 3 roses , every three boys planted 1 birch . by the end of the day they planted 24 plants . how many birches and roses were planted ?",d,physics, 3 , 4 , 5 , 6 , 7 
